64.3325,64.375,64.46125,63.845,103271808
64.2625,64.2825,64.5475,64.08,79897708
64.1925,64.31,64.3725,63.84125,75864496
64.685,64.8575,65.0875,64.5275,94940332
64.6725,65.035,65.11,64.2125,70081980
64.575,65.55,65.6175,64.57,82029836
65.3875,65.49,65.6975,65.23,87388904
65.2825,66.1175,66.195,65.2675,103270372
65.9375,65.66,66.22,65.525,89582224
65.92,66.44,66.445,65.7525,100374664
66.45,66.775,66.8575,66.0575,86803588
66.975,66.5725,67.0,66.34815,76278388
66.385,65.7975,66.52075,65.1,106439676
65.9225,65.5025,66.00125,65.295,121395112
65.6475,65.445,65.795,65.21,65325052
65.6775,66.5925,66.61,65.63,84118068
66.735,66.0725,66.79,65.625,105339528
66.395,66.96,66.995,66.3275,65544488
66.65,66.8125,67.0,66.475,46617452
66.8175,66.04,67.0625,65.8625,94774200
64.5775,64.8625,64.8825,64.0725,117509072
65.2675,65.435,65.8275,65.17,67241552
65.9475,66.395,66.4725,65.6825,74645372
66.87,67.6775,67.75,66.825,106189972
67.5,66.73,67.7,66.2275,128730580
67.15,67.12,67.5175,66.465,90529532
67.2025,67.6925,67.775,67.125,78893564
66.945,67.865,68.139975,66.83025,137748168
67.865,68.7875,68.825,67.7325,133731224
69.25,69.965,70.1975,69.245,128324420
69.8925,70.1025,70.4425,69.7,114303192
69.95,69.935,70.475,69.78,116098748
69.875,70.005,70.295,69.7375,98507788
70.5575,69.86,70.6625,69.64,276130972
70.1325,71.0,71.0625,70.093375,98711532
71.1725,71.0675,71.2225,70.729925,48478856
71.205,72.4775,72.495,71.175,93336016
72.78,72.45,73.4925,72.03,146371744
72.365,72.88,73.1725,71.305,144238456
72.4825,73.4125,73.42,72.38,100990500
