date,open,high,low,close,volume
2019-05-02,52.46,53.1625,52.0325,52.2875,127985296
2019-05-03,52.7225,52.96,52.5575,52.9375,83569512
2019-05-06,51.0725,52.21,50.875,52.12,129772452
2019-05-07,51.47,51.854375,50.20625,50.715,155054792
2019-05-08,50.475,51.335,50.4375,50.725,105358016
2019-05-09,50.1,50.42,49.165,50.18,139634428
2019-05-10,49.35475,49.7125,48.1925,49.295,164834848
2019-05-13,46.9275,47.37,45.7125,46.43,229722492
2019-05-14,46.6025,47.425,46.3525,47.165,146118708
2019-05-15,46.5675,47.9375,46.505,47.73,106178872
2019-05-16,47.4775,48.117225,47.21,47.52,132125456
2019-05-17,46.7325,47.725,46.69,47.25,131516360
2019-05-20,45.88,46.08725,45.070975,45.7725,154449160
2019-05-21,46.305,47.0,46.175,46.65,113459392
2019-05-22,46.165,46.4275,45.6375,45.695,118994224
2019-05-23,44.95,45.135,44.4525,44.915,146118944
2019-05-24,45.05,45.535,44.655,44.7425,94858744
2019-05-28,44.73,45.1475,44.4775,44.5575,111792640
2019-05-29,44.105,44.8375,44.0,44.345,113924660
2019-05-30,44.4875,44.8075,44.1675,44.575,84873648
2019-05-31,44.0575,44.4975,43.7475,43.7675,108174336
2019-06-03,43.9,44.48,42.5675,43.325,161584276
2019-06-04,43.86,44.9575,43.63,44.91,123871844
2019-06-05,46.07,46.2475,45.285,45.635,119093708
2019-06-06,45.77,46.3675,45.537225,46.305,90105244
2019-06-07,46.6275,47.98,46.4425,47.5375,122737572
2019-06-10,47.9525,48.8425,47.905,48.145,104883404
2019-06-11,48.715,49.0,48.4,48.7025,107731528
2019-06-12,48.4875,48.9925,48.34625,48.5475,73012756
2019-06-13,48.675,49.1975,48.4,48.5375,86698500
2019-06-14,47.88625,48.396575,47.575,48.185,75045896
2019-06-17,48.225,48.74,48.0425,48.4725,58676576
2019-06-18,49.0125,50.0725,48.8025,49.6125,106204016
2019-06-19,49.92,49.97,49.3275,49.4675,84496940
2019-06-20,50.0925,50.1525,49.5075,49.865,86055952
2019-06-21,49.7,50.2125,49.5375,49.695,191202356
2019-06-24,49.635,50.04,49.5425,49.645,72881684
2019-06-25,49.6075,49.815,48.8225,48.8925,84281336
2019-06-26,49.4425,50.2475,49.3375,49.95,104270048
2019-06-27,50.0725,50.3925,49.8925,49.935,83598868
2019-06-28,49.67,49.87375,49.2625,49.49,124442568
2019-07-01,50.7925,51.1225,50.1625,50.4025,109266956
2019-07-02,50.3525,50.783075,50.34,50.6825,67740868
2019-07-03,50.82,51.11,50.672525,51.1025,45448180
2019-07-05,50.8375,51.27,50.725,51.0575,69062072
2019-07-08,50.2025,50.35,49.6025,50.005,101354512
2019-07-09,49.8,50.3775,49.7025,50.31,82312060
2019-07-10,50.4625,50.9325,50.39,50.8075,71588552
2019-07-11,50.8275,51.0975,50.4275,50.4375,80767368
2019-07-12,50.6125,51.0,50.55,50.825,70380848
2019-07-15,51.0225,51.4675,51.0,51.3025,67789680
2019-07-16,51.1475,51.5275,50.875,51.125,67467264
2019-07-17,51.0125,51.272875,50.8175,50.8375,56429800
2019-07-18,51.0,51.47,50.925,51.415,74328644
2019-07-19,51.4475,51.625,50.59,50.6475,83717228
2019-07-22,50.9125,51.8075,50.9025,51.805,89111728
2019-07-23,52.115,52.2275,51.8225,52.21,73420840
2019-07-24,51.9175,52.2875,51.7925,52.1675,59966268
2019-07-25,52.2225,52.31,51.6825,51.755,55638248
2019-07-26,51.87,52.4325,51.785,51.935,70475496
2019-07-29,52.115,52.66,52.11,52.42,86693556
2019-07-30,52.19,52.54,51.8275,52.195,135742872
2019-07-31,54.105,55.3425,52.825,53.26,277125444
2019-08-01,53.475,54.5075,51.685875,52.1075,216071688
2019-08-02,51.3825,51.6075,50.4075,51.005,163448488
2019-08-05,49.4975,49.66225,48.145,48.335,209571876
2019-08-06,49.0775,49.51675,48.51,49.25,143299148
2019-08-07,48.8525,49.89,48.455,49.76,133457600
2019-08-08,50.05,50.8825,49.8475,50.8575,108038092
2019-08-09,50.325,50.69,49.8225,50.2475,98478984
2019-08-12,49.905,50.5129,49.7875,50.12,89927556
2019-08-13,50.255,53.035,50.12,52.2425,190159144
2019-08-14,50.79,51.61,50.646725,50.6875,146189772
2019-08-15,50.865,51.285,49.9175,50.435,111533452
2019-08-16,51.07,51.79,50.96,51.625,115254496
2019-08-19,52.655,53.182675,52.50625,52.5875,97727660
2019-08-20,52.72,53.3375,52.58,52.59,107678116
2019-08-21,53.2475,53.4125,52.9008,53.16,86258988
2019-08-22,53.2975,53.60875,52.6875,53.115,89071276
2019-08-23,52.3575,53.01275,50.25,50.66,187531372
2019-08-26,51.465,51.7975,51.264325,51.6225,104264520
2019-08-27,51.965,52.1375,50.8825,51.04,103589376
2019-08-28,51.025,51.43,50.83,51.3825,63830528
2019-08-29,52.125,52.33,51.66375,52.2525,84030608
2019-08-30,52.54,52.6125,51.8,52.185,84650244
2019-09-03,51.6075,51.745,51.055,51.425,80238296
2019-09-04,52.0975,52.37,51.83,52.2975,76867280
2019-09-05,53.0,53.4925,52.8775,53.32,95787936
2019-09-06,53.5125,53.605,53.1275,53.315,77449176
2019-09-09,53.71,54.11,52.7675,53.5425,109237604
2019-09-10,53.465,54.195,52.9275,54.175,127111724
2019-09-11,54.5175,55.9275,54.4325,55.8975,177158584
2019-09-12,56.2,56.605,55.715,55.77125,128906676
2019-09-13,55.0,55.1975,54.255,54.6875,159053184
2019-09-16,54.4325,55.0325,54.39,54.975,84632564
2019-09-17,54.99,55.205,54.78,55.175,73545872
2019-09-18,55.265,55.7125,54.86,55.6925,102572372
2019-09-19,55.5025,55.94,55.0925,55.24,88751504
2019-09-20,55.345,55.64,54.36825,54.4325,231908376
2019-09-23,54.7375,54.96,54.4125,54.68,77678592
2019-09-24,55.2575,55.6225,54.2975,54.42,125737468
2019-09-25,54.6375,55.375,54.28505,55.2575,89924024
2019-09-26,55.0,55.235,54.7075,54.9725,76353248
2019-09-27,55.135,55.24,54.32035,54.705,101445140
2019-09-30,55.225,56.145,55.1975,55.9925,105274332
2019-10-01,56.2675,57.055,56.05,56.1475,144748652
2019-10-02,55.765,55.895,54.4825,54.74,143069028
2019-10-03,54.6075,55.24,53.783,55.205,121410744
2019-10-04,56.41,56.8725,55.9725,56.7525,139022212
2019-10-07,56.5675,57.4825,56.46,56.765,123557076
2019-10-08,56.455,57.015,56.0825,56.1,117130800
2019-10-09,56.7575,56.9475,56.41,56.7575,76117696
2019-10-10,56.9825,57.61,56.825,57.5225,115851936
2019-10-11,58.2375,59.41,58.076875,59.0525,167960840
2019-10-14,58.725,59.53355,58.667525,58.9675,97653936
2019-10-15,59.0975,59.4125,58.72,58.83,92161932
2019-10-16,58.3425,58.81,58.3,58.5925,77146776
2019-10-17,58.7725,59.0375,58.38,58.82,69091588
2019-10-18,58.6475,59.395,58.5725,59.1025,97508664
2019-10-21,59.38,60.2475,59.33,60.1275,89469932
2019-10-22,60.29,60.55,59.90545,59.99,90736004
2019-10-23,60.525,60.81,60.305,60.795,79730180
2019-10-24,61.1275,61.2,60.45125,60.895,71665020
2019-10-25,60.79,61.6825,60.72,61.645,73477184
2019-10-28,61.855,62.3125,61.68,62.2625,96572964
2019-10-29,62.2425,62.4375,60.6425,60.8225,142839468
2019-10-30,61.19,61.325,60.3025,60.815,124522088
2019-10-31,61.81,62.2925,59.315,62.19,139162080
2019-11-01,62.385,63.9825,62.29,63.955,151125336
2019-11-04,64.3325,64.46125,63.845,64.375,103271808
2019-11-05,64.2625,64.5475,64.08,64.2825,79897708
2019-11-06,64.1925,64.3725,63.84125,64.31,75864496
2019-11-07,64.685,65.0875,64.5275,64.8575,94940332
2019-11-08,64.6725,65.11,64.2125,65.035,70081980
2019-11-11,64.575,65.6175,64.57,65.55,82029836
2019-11-12,65.3875,65.6975,65.23,65.49,87388904
2019-11-13,65.2825,66.195,65.2675,66.1175,103270372
2019-11-14,65.9375,66.22,65.525,65.66,89582224
2019-11-15,65.92,66.445,65.7525,66.44,100374664
2019-11-18,66.45,66.8575,66.0575,66.775,86803588
2019-11-19,66.975,67.0,66.34815,66.5725,76278388
2019-11-20,66.385,66.52075,65.1,65.7975,106439676
2019-11-21,65.9225,66.00125,65.295,65.5025,121395112
2019-11-22,65.6475,65.795,65.21,65.445,65325052
2019-11-25,65.6775,66.61,65.63,66.5925,84118068
2019-11-26,66.735,66.79,65.625,66.0725,105339528
2019-11-27,66.395,66.995,66.3275,66.96,65544488
2019-11-29,66.65,67.0,66.475,66.8125,46617452
2019-12-02,66.8175,67.0625,65.8625,66.04,94774200
2019-12-03,64.5775,64.8825,64.0725,64.8625,117509072
2019-12-04,65.2675,65.8275,65.17,65.435,67241552
2019-12-05,65.9475,66.4725,65.6825,66.395,74645372
2019-12-06,66.87,67.75,66.825,67.6775,106189972
2019-12-09,67.5,67.7,66.2275,66.73,128730580
2019-12-10,67.15,67.5175,66.465,67.12,90529532
2019-12-11,67.2025,67.775,67.125,67.6925,78893564
2019-12-12,66.945,68.139975,66.83025,67.865,137748168
2019-12-13,67.865,68.825,67.7325,68.7875,133731224
2019-12-16,69.25,70.1975,69.245,69.965,128324420
2019-12-17,69.8925,70.4425,69.7,70.1025,114303192
2019-12-18,69.95,70.475,69.78,69.935,116098748
2019-12-19,69.875,70.295,69.7375,70.005,98507788
2019-12-20,70.5575,70.6625,69.64,69.86,276130972
2019-12-23,70.1325,71.0625,70.093375,71.0,98711532
2019-12-24,71.1725,71.2225,70.729925,71.0675,48478856
2019-12-26,71.205,72.495,71.175,72.4775,93336016
2019-12-27,72.78,73.4925,72.03,72.45,146371744
2019-12-30,72.365,73.1725,71.305,72.88,144238456
2019-12-31,72.4825,73.42,72.38,73.4125,100990500
